-6840,,,,,_blue_,,,,,,,,,,,,,,,,_blue_,_brownDark_r,_blue_,_blue_
-6780,,,,,_blueDark_r,,,,,,,,,,,,,,,,_blue_,_blueDark_r,_blue_,_pink_
-6720,,,,,_blue_,,,,,,,,,,,,,,,,_blue_,_blue_,_brownDark_r,_blueDark_g
-6660,,,,,_blue_,,,,,,,,,,,,,,,,_blueDark_r,_blue_,_blueDark_r,_blueDark_r
-6600,,,,,_blue_,,,,,,,,,,,,,,,,_blue_,_blue_,_blueDark_r,_blueDark_r
-6540,,,,,_blueDark_r,,,,,,,,,,,,,,,,_blue_,_blue_,_blueDark_r,_blue_
-6480,,,,,_brownDark_r,,,,,,,,,,,,,,,,_blue_,_brownDark_r,_blue_,_blueDark_r
-6420,,,,,_blue_,,,,,,,,,,,,,,,,_blue_,_brownDark_r,_blueDark_r,_blueDark_r
-6360,,,,,_blue_,,,,,,,,,,,,,,,,_blue_,_brownDark_r,_blueDark_r,_blue_
-6300,,,,,_blue_,,,,,,,,,,,,,,,,_blue_,_blueDark_r,_brownDark_r,_blueDark_g
-6240,,,,,_blue_,,,,,,,,,,,,,,,,_blue_,_blue_,_brownDark_r,_pink_
-6180,,,,,_blue_,,,,,,,,,,,,,,,,_brownDark_r,_blue_,_blueDark_r,_blueDark_r
-6120,,,,,_blueDark_r,,,,,,,,,,,,,,,,_blueDark_g,_blueDark_r,_brownDark_r,_blueDark_r
-6060,,,,,_blue_,,,,,,,,,,,,,,,,_blueDark_r,_pink_,_blueDark_r,_blueDark_g
-6000,,,,,_blue_,,,,,,,_blue_,_blueDark_r,,,,,,,,_blue_,_blue_,_blue_,_brownDark_r
-5940,,,,,_blue_,,,,,,,_blue_,_blue_,,,,,,,,_blue_,_blue_,_blue_,_brownDark_r
-5880,,,,,_blue_,,,,,,,_blue_,_blue_,,,,,,,,_blue_,_blue_,_blue_,_blue_
-5820,,,,,_blue_,,,,,,,_blue_,_blue_,,,,,,,,_blue_,_blue_,_blue_,_blue_
-5760,,,,,_blue_,,,,,,,_blue_,_blue_,,,,,,,,_blue_,_blue_,_blue_,_blue_
-5700,,,,,_blue_,,,,,,,_blue_,_blue_,,,,,,,,_blue_,_blue_,_blue_,_blue_
-5640,,,,,_blue_,,,,,,,_blue_,_blue_,,,,,,,,_blueDark_r,_blue_,_blue_,_blueDark_r
-5580,,,,,_blue_,,,,,,,_blue_,_blue_,,,,,,,,_blueDark_r,_blue_,_blue_,_pink_
-5520,,,,,_blue_,,,,,,,_blueDark_g,_blue_,,,,,,,,_blueDark_r,_blue_,_blue_,_brownDark_r
-5460,,,,,_blue_,,,,,,,_blue_,_blueDark_r,,,,,,_blueDark_g,,_blue_,_blue_,_blue_,_blueDark_r
-5400,,,,,_blue_,,,,,,,_blue_,_blue_,,,,,,_blueDark_g,_brownDark_r,_blue_,_blue_,_blue_,_blue_
-5340,,,,,_blue_,,,,,,,_blue_,_blue_,,,,,,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_
-5280,,,,,_blueDark_r,,,,,,,_blue_,_blue_,,,,,,_blue_,_brownDark_r,_blue_,_blue_,_blue_,_blue_
-5220,,,,,_blue_,,,,,,,_blue_,_blue_,,,,,,_blue_,,_blue_,_blue_,_blueDark_r,_blue_
-5160,,,,,_blue_,,,,,,,_blue_,_blue_,,,,,,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_
-5100,,,,,_blue_,,,,,,,_blue_,_blue_,,,,,,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_
-5040,,,,,_blue_,,,,,,,_blue_,_blue_,,,,,,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_blue_
-4980,,,,,_pink_,,,,,,,_blue_,_blue_,,,,,,_blue_,_blueDark_r,_blueDark_g,_blue_,_blueDark_r,_blue_
-4920,,,,,_blue_,,,,,,,_blue_,_blue_,,,,,,_blueDark_r,_blue_,_blue_,_blue_,_blue_,_blueDark_r
-4860,,,,,_blue_,,,,,,,_blue_,_blue_,,,,,,_blue_,_blue_,_blueDark_g,_blue_,_blue_,_blue_
-4800,,,,,_blue_,,,,,,,_blueDark_r,_blue_,,,,,,_pink_,_blueDark_r,_brownDark_g,_blueDark_g,_blue_,_blue_
-4740,,,,,_blueDark_r,,,,,,,_blue_,_blue_,,,,,,_pink_,_blue_,_blueDark_g,_brownDark_r,_blueDark_r,_brown_r
-4680,,,,,_blueDark_r,,,,,,,_blue_,_blueDark_r,,,,,,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_blue_
-4620,,,,,_blueDark_r,,,,,,,_blue_,_blue_,,,,,,_blueDark_g,_blue_,_brown_r,_brownDark_r,_blue_,_brownDark_r
-4560,,,,,_blue_,,,,,,,_blueDark_r,_blue_,,,,,,_blue_,_pink_,_blueDark_r,_brownDark_r,_blue_,_brownDark_r
-4500,,,,,_blueDark_r,,,,,,,_blue_,_blue_,,,,,,_blue_,_pink_,_blue_,_brownDark_r,_blue_,_blueDark_r
-4440,,,,,_blue_,,,,,,,_blue_,_blue_,,,,,,_brownDark_r,_blueDark_r,_pink_,_blue_,_blue_,_brownDark_r
-4380,,,,,_blueDark_r,,,,,,,_blue_,_blueDark_r,,,,,,_blue_,_blueDark_g,_blueDark_g,_blueDark_r,_blue_,_blueDark_r
-4320,,,,,_blue_,,,,,,,_blue_,_blue_,,,,,,_blueDark_r,_blueDark_r,_brownDark_g,_blueDark_g,_blue_,_brown_r
-4260,,,_blue_,_brownDark_r,_blue_,,,,,,,_blueDark_r,_blueDark_r,,,,,,_blue_,_blueDark_r,_blue_,_pink_,_blue_,_blue_
-4200,,,_blue_,_blueDark_r,_blueDark_r,,,,,,,_blue_,_blue_,,,_blue_,,,_blue_,_blue_,_blueDark_g,_pink_,_blue_,_brown_r
-4140,,,_blue_,_brownDark_r,_blue_,,,,,,_pinkDark_,_blue_,_blue_,,,_blue_,,,_blue_,_blue_,_blueDark_r,_blueDark_g,_blue_,_blue_
-4080,,,_blue_,_brownDark_r,_blue_,,,,,,_blueDark_g,_blue_,_blue_,,,_blue_,,,_blueDark_r,_blueDark_r,_blue_,_brown_g,_blue_,_blueDark_r
-4020,,,_blue_,_brownDark_r,_blue_,,,,,,_brown_g,_brownDark_r,_blue_,,,_blue_,,,_blue_,_brownDark_r,_blueDark_r,_pink_,_blue_,_blue_
-3960,,,_blueDark_r,,_blue_,,,,,,_blue_,_blueDark_r,_blue_,,,_blue_,,,_blue_,_blueDark_r,_blue_,_pink_,_blue_,_blue_
-3900,,,_blueDark_r,,_blueDark_r,,,,,,_blue_,_blue_,_blue_,,,_blue_,,,_blue_,_blue_,_blue_,_brown_g,_blue_,_blue_
-3840,,,_blue_,,_blue_,,,,,,_blue_,_blue_,_blue_,,,_blue_,,,_blueDark_g,_brownDark_r,_blue_,_pink_,_blue_,_blue_
-3780,,,_blue_,,_blue_,,,,,,_blue_,_blueDark_r,_blue_,,,_blueDark_r,,,_blueDark_r,_brownDark_r,_blue_,_pink_,_blue_,_blue_
-3720,,,_blue_,,_blue_,,,,,,_blue_,_blue_,_blue_,,,_blueDark_r,,,_blue_,_brownDark_r,_blue_,_brownDark_g,_blue_,_blue_
-3660,,,_blue_,,_blue_,,,,,,_blueDark_g,_blue_,_blue_,,,_blueDark_r,,,_blueDark_g,_brownDark_r,_blueDark_r,_brown_g,_blue_,_blue_
-3600,,,_blue_,,_blue_,,,,,,_blue_,_blue_,_blue_,,,_brownDark_r,,,_blue_,_brownDark_r,_brownDark_r,_brown_g,_blue_,_blue_
-3540,,,_blueDark_r,,_blue_,,,,,,_blue_,_blue_,_blue_,,,_blueDark_r,,,_blue_,_pink_,_brownDark_r,_pink_,_blueDark_g,_brown_g
-3480,,,_blue_,,_blue_,,,,,,_brownDark_r,_blue_,_blue_,,,_brown_r,,,_blue_,_blueDark_r,_blueDark_r,_pink_,_blue_,_blue_
-3420,,,_blue_,,_blue_,,,,,,_blueDark_g,_blueDark_r,_brown_r,,,_blue_,,,_blue_,_blueDark_r,_brownDark_r,_pink_,_blue_,_blueDark_g
-3360,,,_blue_,,_blue_,,,,,_blue_,_blueDark_r,_brownDark_r,_blueDark_r,,,_blue_,,,_blue_,_blueDark_r,_blue_,_brownDark_g,_blue_,_brownDark_g
-3300,,,_blue_,,_blue_,,,,,_blue_,_blueDark_r,_brownDark_r,_blueDark_r,,,_blueDark_r,,,_blue_,_blue_,_pink_,_brown_g,_blue_,_blueDark_g
-3240,,,_blue_,,_blueDark_r,,,,,_blueDark_g,_pink_,_blue_,_brownDark_r,,,_blue_,,,_pink_,_blue_,_blue_,_pink_,_blue_,_blue_
-3180,,,_blue_,,_blueDark_r,,,,,_blue_,_blue_,_blueDark_r,_blueDark_r,,,_blueDark_r,,,_blueDark_g,_blue_,_blueDark_r,_blueDark_g,_blue_,_blue_
-3120,,,_blue_,,_blueDark_r,,,,,_blue_,_blue_,_brownDark_r,_blue_,,,_blue_,,,_blue_,_blueDark_r,_blueDark_r,_pink_,_blue_,_blueDark_g
-3060,_blue_,_blueDark_g,_blue_,,_blueDark_r,,,,,_blue_,_blueDark_r,_blueDark_r,_blue_,,,_blue_,,,_blueDark_g,_blue_,_blueDark_g,_blueDark_g,_blueDark_g,_blue_
-3000,_blue_,_blue_,_blue_,,_blueDark_r,,,,,_blue_,_blueDark_r,_blueDark_g,_blueDark_r,,,_blueDark_r,,,_blueDark_g,_brownDark_r,_blue_,_pink_,_blue_,_blue_
-2940,_blue_,_pink_,_blue_,,_blue_,,,_blueDark_g,_blue_,_blue_,_blue_,_blue_,_blue_,,,_blueDark_r,,,_blueDark_g,_blue_,_blueDark_r,_pink_,_blueDark_r,_blue_
-2880,_brownDark_r,_blue_,_blueDark_r,,_blueDark_r,,,_blue_,_blueDark_r,_blue_,_blueDark_g,_blue_,_blue_,,,_blueDark_r,,,_blueDark_g,_blue_,_blue_,_brownDark_g,_blue_,_blue_
-2820,_brownDark_r,_blue_,_blue_,,_blueDark_g,,,_blue_,_pink_,_brownDark_r,_blue_,_blue_,_blue_,,,_brown_r,,,_blue_,_brownDark_r,_brownDark_r,_brown_g,_blueDark_r,_blue_
-2760,_brownDark_r,_blue_,_blue_,,_blue_,,,_blueDark_r,_blue_,_blueDark_r,_blueDark_g,_blue_,_blue_,,,_brown_r,,,_blue_,_blue_,_brownDark_r,_pink_,_brownDark_r,_blue_
-2700,_blue_,_blue_,_brownDark_r,,_blue_,,,_blueDark_r,_blue_,_blueDark_r,_blueDark_g,_blue_,_blue_,,,_blue_,,,_blueDark_r,_blueDark_r,_blue_,_blueDark_r,_pink_,_pink_
-2640,_blue_,_blue_,_blue_,,_blue_,,,_blueDark_r,_blue_,_blue_,_blue_,_blue_,_blue_,,,_blue_,,,_blueDark_r,_blue_,_blue_,_blueDark_r,_blueDark_r,_blueDark_r
-2580,_blue_,_blueDark_r,_blue_,,_blue_,,,_blue_,_blue_,_blue_,_blueDark_g,_blue_,_blue_,,,_blueDark_r,,,_blue_,_blue_,_blue_,_blueDark_g,_blue_,_blue_
-2520,_blue_,_blueDark_r,_blueDark_r,,_blue_,,,_blue_,_blue_,_blue_,_pink_,_blue_,_blue_,,,_blueDark_r,,,_blue_,_blue_,_blue_,_brownDark_r,_blue_,_blueDark_r
-2460,_blue_,_blueDark_r,_blue_,,_blueDark_r,,,_blue_,_blue_,_blueDark_r,_blueDark_r,_brownDark_r,_blueDark_r,,,_blue_,,,_blueDark_g,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_r
-2400,_blueDark_r,_brownDark_r,_blueDark_r,,_blue_,,,_blue_,_blue_,_blue_,_pink_,_brownDark_r,_brownDark_r,,,_blueDark_r,,,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_
-2340,_blue_,_blue_,_blue_,,_blue_,,,_blue_,_blue_,_blue_,_blueDark_r,,_blue_,,,_blue_,,,_blueDark_r,_blueDark_r,_blue_,_blueDark_g,_blue_,_brownDark_r
-2280,_blue_,_blue_,_blue_,,_brownDark_r,,,_blueDark_r,_blue_,_blue_,_blue_,_brownDark_r,_blue_,,,_blue_,,,_blue_,_blueDark_r,_blue_,_blueDark_g,_blue_,_blueDark_r
-2220,_brown_r,_pink_,_blue_,,_brownDark_r,,,_blueDark_r,_blue_,_blueDark_r,_blueDark_g,_brownDark_r,_blue_,,,_blueDark_r,,,_blueDark_r,_blue_,_blueDark_r,_pink_,_blueDark_g,_brownDark_r
-2160,_brown_r,_blue_,_blue_,,_blueDark_r,,,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blueDark_r,,,_blue_,,,_blueDark_r,_blue_,_brownDark_r,_brown_g,_blueDark_r,_pink_
-2100,_brownDark_r,_blue_,_blueDark_r,,_blue_,,,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blue_,,,_blue_,,,_blueDark_r,_blue_,_brownDark_r,_brown_g,_pink_,_pink_
-2040,_blueDark_r,_blue_,_blueDark_r,,_blue_,,,_blue_,_blueDark_g,_blue_,_blue_,_blueDark_r,_blue_,,,_blueDark_r,,,_blueDark_r,_blue_,_blue_,_blue_,_pinkDark_,_blue_
-1980,_blueDark_r,_blue_,_blue_,,_blue_,,_blueDark_g,_brownDark_r,_blueDark_g,_blue_,_pink_,_blueDark_r,_blue_,,,_blue_,,,_blueDark_r,_blue_,_blue_,_blueDark_g,_pink_,_blue_
-1920,_blue_,_blue_,_blue_,,_blue_,,_blueDark_r,_brownDark_r,_blueDark_g,_blue_,_pink_,,_blueDark_r,,,_blue_,,,_blue_,_blueDark_r,_blueDark_r,_pink_,_blueDark_r,_blue_
-1860,_blueDark_r,_blue_,_blue_,,_blue_,,_blue_,_brownDark_r,_blueDark_g,_blue_,_pinkDark_,,_blue_,_blue_,_blue_,_blue_,,,_blue_,_blue_,_brownDark_r,_blueDark_g,_brownDark_r,_blue_
-1800,_pink_,_blue_,_blue_,,_blue_,,_blue_,_brownDark_r,_brownDark_g,_blue_,_blueDark_r,,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,,,_blueDark_r,_blue_,_blue_,_blue_,_blueDark_r,_blue_
-1740,_brownDark_r,_blueDark_r,_blue_,,_blue_,,_blue_,_blueDark_r,_blue_,_blue_,,,_blue_,_blue_,_blueDark_r,_blue_,,,_blue_,_brown_r,_blue_,_brownDark_r,_blueDark_r,_blue_
-1680,_brown_r,_brownDark_r,_blue_,,_blue_,,_blue_,_blueDark_r,_blueDark_r,_blue_,_pink_,,_blue_,_blue_,_blue_,_blue_,,,_blueDark_r,_blue_,_blue_,_pink_,_pink_,_blueDark_r
-1620,_pink_,_brownDark_r,_blue_,,_blue_,,_blue_,_blueDark_r,_blueDark_r,_blueDark_g,_pink_,,_blue_,_blueDark_r,_blueDark_r,_blue_,,,_pink_,_blueDark_r,_blueDark_r,_pink_,_blue_,_brownDark_r
-1560,_pink_,_brownDark_r,_blue_,,_blue_,,_blue_,_blueDark_r,_brownDark_r,_blue_,,,_blue_,_blueDark_r,_blue_,_blue_,,,_blue_,_blue_,_blue_,_blue_,_brown_r,_blueDark_r
-1500,_pink_,_blue_,_blueDark_r,,_blue_,,_blue_,_brownDark_r,_brownDark_r,_blueDark_r,_pink_,,_blue_,_blueDark_g,_blue_,_blueDark_r,,,_pink_,_blue_,_pink_,_blueDark_r,_blue_,_pink_
-1440,_brown_r,_blue_,_blueDark_r,,_brown_r,,_brown_r,_pink_,_blueDark_r,_blue_,,,_blueDark_r,_blueDark_g,_blue_,_blue_,,,_pink_,_blue_,_blue_,_pink_,_brown_r,_blueDark_r
-1380,_brown_r,_blue_,_brownDark_r,,_blueDark_r,,_blue_,_pink_,_blueDark_r,_blue_,,,_pink_,_blue_,_blue_,_blue_,,,_blueDark_r,_blue_,_brownDark_r,_blue_,_blueDark_r,_blueDark_r
-1320,_brownDark_r,_brown_r,_blue_,,_brownDark_r,,_pink_,_brownDark_r,_blueDark_r,_blue_,,,_blue_,_blue_,_blueDark_g,_blueDark_r,,,_pink_,_blue_,_blueDark_r,_blueDark_r,_blue_,_blue_
-1260,_brownDark_r,_blue_,_pink_,,_blueDark_r,,_blueDark_r,_blueDark_r,_blueDark_g,_blue_,,,_blue_,_blueDark_r,_blue_,_blue_,,,_blueDark_g,_brownDark_r,_blueDark_r,_blue_,_blueDark_r,_brownDark_r
-1200,_brownDark_r,_brownDark_r,_blue_,,_blue_,,_blue_,_brownDark_r,_blue_,_blueDark_r,,,_blue_,_pink_,_blue_,_blue_,,,_blue_,_blue_,_blue_,_blue_,_brownDark_r,_brownDark_r
-1140,_brownDark_r,_blueDark_r,_blue_,,_brown_r,,_blue_,_blueDark_r,_brownDark_r,_brownDark_r,,,_blueDark_r,_blue_,_blueDark_g,_blueDark_r,,,_blue_,_blue_,_blue_,_blueDark_r,_blueDark_g,_brownDark_r
-1080,_brownDark_r,_blueDark_r,_blueDark_r,,_brown_r,,_pink_,_blueDark_r,_pink_,_brownDark_r,,,_pink_,,_blueDark_r,_pink_,,,_blue_,_pink_,_brownDark_r,_brownDark_r,_blue_,_blue_
-1020,_pink_,_blueDark_r,_blueDark_g,,_brownDark_r,,_pink_,_blue_,_pink_,_brownDark_r,,,_blueDark_g,_blue_,_blue_,_pink_,,,_blue_,_brownDark_r,_blue_,_blueDark_r,_brownDark_r,_blueDark_r
-960,_pink_,_blue_,_blueDark_r,,_brownDark_r,,_brownDark_r,_blue_,_blue_,_blueDark_r,,,_blueDark_g,,_brownDark_r,_blue_,,,_brownDark_r,_blue_,_blueDark_g,_pink_,_pink_,_blueDark_r
-900,_brownDark_r,_pink_,_blueDark_r,,_blueDark_r,,_pink_,_blue_,_brownDark_g,_brownDark_r,,,_pink_,,_blue_,_blue_,,,_blueDark_r,_blue_,_blueDark_r,_brown_r,_brownDark_r,_pinkDark_
-840,_brownDark_r,_brownDark_r,_blueDark_r,,_brownDark_r,,_brownDark_r,_brownDark_r,_blue_,_pink_,,,_blue_,_blueDark_r,_brownDark_r,_blue_,,,_pink_,_blueDark_r,_blueDark_r,_blue_,_blueDark_r,_brown_r
-780,_brownDark_r,_blue_,_blue_,,_blueDark_r,,_pink_,_blueDark_r,_pink_,_pink_,,,_brownDark_r,_pink_,_blueDark_r,_blue_,,,_pink_,_pink_,,_blueDark_r,_brownDark_r,_pink_
-720,_pink_,_brownDark_r,_pink_,,_blueDark_r,,_pink_,_blueDark_r,_pink_,_pink_,,,_brown_r,_pink_,_brownDark_r,_blue_,,,_blueDark_g,_pink_,_blue_,_pink_,_blueDark_r,_pink_
-660,_pink_,_brownDark_r,_pink_,,_blueDark_r,,_pink_,_blue_,_pink_,_pinkDark_,,,_blueDark_r,,_pink_,_blue_,,,_blueDark_g,_blueDark_r,_blue_,_pinkDark_,_brownDark_r,_pink_
-600,_pinkDark_,_pinkDark_,_pink_,,_pink_,_blueDark_g,_blue_,_pink_,_pink_,_pink_,,,_brownDark_r,_brownDark_r,_pink_,_blue_,,,_pink_,_pink_,_blueDark_r,_pink_,_blueDark_g,_pink_
-540,_pink_,_pink_,_brownDark_r,,_pink_,_pink_,_pink_,_pink_,_pink_,_pink_,,,_brownDark_r,,,_pink_,,,_brownDark_r,_brownDark_r,_pink_,_blue_,_pink_,_pink_
-480,_brownDark_r,_pink_,_pink_,,_pinkDark_,_pink_,_blueDark_r,_pink_,_pink_,_brownDark_r,,,_blue_,,_brownDark_r,_blueDark_r,,,_blueDark_g,_blueDark_r,_blueDark_r,_pink_,_blueDark_r,_pinkDark_
-420,_pink_,_brown_r,_brownDark_r,,_pink_,_pink_,_brownDark_r,_brownDark_r,_pink_,_pink_,,,_blueDark_g,_pink_,_pink_,_blue_,,,_blueDark_r,_blueDark_g,_brown_r,_pink_,_blue_,_pink_
-360,_blue_,_pink_,_pink_,,_blueDark_r,_pink_,_pink_,_blueDark_r,_pinkDark_,_pink_,,,_blueDark_g,_pink_,_pink_,_brownDark_g,,,_pink_,_pink_,_brownDark_r,_pink_,_pink_,_pink_
-300,_blueDark_r,_blue_,_pink_,,_pink_,_brownDark_r,_blue_,_pink_,_pinkDark_,_pink_,,,_pink_,,_pink_,_blueDark_g,,,_pink_,_blue_,_pink_,_blueDark_g,_blue_,_brownDark_r
-240,_brownDark_r,_blue_,_blueDark_r,,_pink_,_pink_,_brownDark_r,_pink_,_pink_,_pink_,,,_pink_,_pinkDark_,_pink_,_pink_,,,_brownDark_r,_blueDark_r,_brownDark_r,_pinkDark_,_brownDark_r,_pink_
-180,_pink_,_pink_,_blueDark_g,,_pink_,_pink_,_blueDark_r,_pink_,_pink_,_brown_r,,,_pinkDark_,_pink_,_pinkDark_,_brownDark_r,,,_brown_r,_pink_,_brownDark_r,_pink_,_brownDark_r,_brownDark_g
-120,_pink_,_brownDark_r,_blueDark_g,,_pink_,_pink_,_blueDark_g,_blueDark_r,_pink_,_blue_,,,_brownDark_r,,_pink_,_blueDark_r,_brownDark_r,_pink_,_pink_,_blueDark_r,_brownDark_r,_pink_,_brownDark_r,_pink_
-60,_blueDark_g,_blueDark_r,_pink_,,_brownDark_r,_pink_,_brownDark_r,_blue_,_brownDark_g,_brownDark_r,,,_pink_,_pink_,_pink_,_blueDark_g,_pink_,_pink_,_pink_,_pink_,_blueDark_r,_blue_,_brownDark_r,_pink_
0,_blueDark_r,_brownDark_r,_pink_,,_blueDark_r,_pink_,_pink_,_pinkDark_,_pink_,_pink_,,,_pink_,_pinkDark_,_pink_,_pink_,_pink_,_brownDark_g,_pink_,_pink_,_brownDark_r,_pink_,_pink_,
60,_pink_,_blueDark_r,_brownDark_r,,_pink_,_pink_,_blue_,_brownDark_r,_pinkDark_,_pink_,,,_pink_,_brown_r,_pink_,_pink_,_blueDark_r,_blue_,_pinkDark_,_pink_,_brownDark_r,_pinkDark_,_brown_r,_brown_r
120,_pink_,,_pink_,,_pink_,_blueDark_r,_pink_,_blueDark_r,_pink_,_brownDark_r,,,_pinkDark_,,,_pink_,_pink_,_pink_,_blueDark_r,_pink_,_brown_r,_pink_,_pinkDark_,_pink_
180,_pinkDark_,,_pink_,,_pinkDark_,_blue_,_pink_,_pink_,_brown_r,_brown_r,,,_blue_,,_pink_,_pinkDark_,_pink_,_pinkDark_,_pink_,_pinkDark_,_brownDark_r,_pinkDark_,_pink_,_pink_
240,_pinkDark_,,_pink_,,_pink_,_blueDark_r,_pink_,_pink_,_pink_,_blueDark_r,,,_pink_,,,_pinkDark_,_blueDark_r,_pink_,_brownDark_r,_brownDark_r,_blueDark_g,_pink_,_pinkDark_,_blueDark_r
300,_blueDark_r,,_pink_,,_pinkDark_,_blueDark_g,_blueDark_r,_pink_,_pinkDark_,_blueDark_r,,,_pink_,,,_pink_,_pink_,_brownDark_r,_blue_,_brownDark_r,_pinkDark_,_pink_,,_pink_
360,_brownDark_g,,_pink_,,_pinkDark_,_pinkDark_,_pinkDark_,_blueDark_g,_pink_,_pink_,,,_brownDark_r,,,_blue_,_pinkDark_,_pink_,_pink_,_brownDark_r,,,,_brown_g
420,_pink_,,_brownDark_r,,_pink_,_pinkDark_,_pinkDark_,_pinkDark_,_pinkDark_,_blueDark_r,,,,,,_pinkDark_,_blueDark_r,_pinkDark_,,_pink_,,,,_pinkDark_
480,,,_pink_,,_blue_,_pinkDark_,_pinkDark_,_pinkDark_,_pink_,_blueDark_r,,,,,,_pinkDark_,_pink_,,,,,,,
540,,,_pinkDark_,,_blueDark_r,_pink_,_pink_,_pinkDark_,_pinkDark_,_pink_,,,,,,_blue_,_pink_,_blueDark_r,_pink_,,,,,
600,,,_pink_,,_blueDark_r,_pinkDark_,_pinkDark_,_pinkDark_,_pinkDark_,_pinkDark_,,,,,,_pink_,_blueDark_r,_pink_,_pinkDark_,,,,,
660,,,,,_pink_,_pinkDark_,_pink_,_pinkDark_,_pinkDark_,_pinkDark_,,,,,,_pink_,_pinkDark_,_blueDark_r,_brownDark_r,,,,,
720,,,,,,_pinkDark_,_brownDark_r,_pink_,_pink_,_pink_,,,,,,_pinkDark_,_brownDark_r,_pink_,_brownDark_r,,,,,
780,,,,,_pink_,_pinkDark_,_pinkDark_,_pinkDark_,_brown_g,_pinkDark_,,,,,,_blueDark_r,_pinkDark_,_blue_,_blueDark_r,,,,,
840,,,,,_blue_,_blueDark_r,_pink_,_pinkDark_,_pinkDark_,_pink_,,,,,,_pinkDark_,_blueDark_r,_pinkDark_,_pink_,,,,,
900,,,,,_pink_,_pink_,_brownDark_r,,_pink_,_pink_,,,,,,_blueDark_r,_pink_,_blue_,_pinkDark_,,,,,
960,,,,,_blueDark_r,_pinkDark_,_pinkDark_,,_pinkDark_,_blueDark_r,,,,,,_pink_,_pink_,_blue_,,,,,,
1020,,,,,_pink_,_pink_,_pinkDark_,,_pinkDark_,_pink_,,,,,,_pink_,_pink_,_pinkDark_,,,,,,
1080,,,,,_blueDark_r,_pinkDark_,_blueDark_g,_pinkDark_,_blueDark_r,_pink_,,,,,,_pink_,_blue_,_pink_,,,,,,
1140,,,,,_brownDark_r,_pink_,_blueDark_r,,_blueDark_g,_pinkDark_,,,,,,_pink_,_pink_,_pinkDark_,,,,,,
